userName,score,at,content,Label
Je Jeng,2,2023-05-12 17:49:32,Udah 100% malah Ngebung gimana sih,Negatif
Crystal Legacy,5,2023-04-05 16:49:44,"Otw download,kg sabar main First comment",Positif
Kharisma,1,2023-04-10 03:49:11,"Gamenya Horor, virus",Negatif
Delanz Saputra,5,2023-04-05 16:18:40,Akhirnya setelah lama menanti,Positif
RABITH BACK,5,2023-04-14 15:52:01,"Heh, -.- Hp kentang diamlah",Positif
Ady Wijaya96,1,2023-07-16 20:31:33,Game cepet bosen,Negatif
ugh,5,2023-08-11 05:11:43,SAYA SUKA YANG ONLINE GITUH SIH,Positif
OPZAIDAN ZAIDAN,1,2023-04-27 14:09:20,Pilis Jangan Coba Bayak Aurat Nya Yang Di Liatin Dosa Kalo Di Mainin,Negatif
Zan Aja,1,2023-04-12 10:36:00,Woy gw ko download di ulang Mulu😤,Negatif
Rosmiati Rohimah,1,2023-04-18 03:06:23,MB nya besar banget,Negatif
Junior Fiko nugraha,2,2023-08-21 15:00:57,Gua rating segini dulu min,Negatif
Verix Wicandra,1,2023-04-08 17:41:30,Lag kali pas jalan,Negatif
Siti Aisah,5,2023-04-05 19:19:29,Ini game bgus,Positif
Dafa Adit,2,2023-04-06 11:49:24,Liat dulu klo pas Tamba bintang',Negatif
Msuliyo Eko,3,2023-04-06 09:23:19,"Tes Dulu, Semoga Sesuai Selera",
SURYA DI,5,2023-04-08 12:17:24,Bagus para sih,Positif
Golem Putra,5,2023-04-15 01:13:19,Bgs mungkin TPI blm ke psng☺️,Positif
Tohir Tohir,1,2023-04-12 03:34:14,Game burikkk banget,Negatif
Sifa Azzahra,5,2023-04-06 03:54:29,Seruuu!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!Bangeeeeeeeeeeeettt!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Pokok ny wajib download deh biar g nyesel!!!!!!!!!!!!!!!,Positif
Jakarta Sirabaya,3,2023-09-02 03:51:04,Jfbnya bagus,
war1ock yt,1,2023-04-18 06:24:11,Stik awal main,Negatif
Arif Muhlisin,1,2023-04-12 10:16:20,Tidak seperti yang gw fikirkan,Negatif
Dhani Ariadi,1,2023-04-09 15:58:18,Kgk bisa gw install,Negatif
Fajri (Faj),5,2023-04-05 21:30:10,Dah nunggu akhir nya rilis,Positif
Kakek Muda (KakekMuda),5,2023-04-06 12:40:02,Kakek sangat suka,Positif
Reza Mpa,5,2023-04-06 12:22:32,Di coba dulu ya ges yak,Positif
Gendis Kaela khansa,4,2023-05-06 11:23:04,Ya keren² saja,Positif
Alba Ghozalba,5,2023-04-05 22:02:41,Bagus gamenya,Positif
Rahman Gmail,1,2023-04-10 13:59:35,Tidak sesuai harapan..,Negatif
Anggun Oppo,2,2023-05-24 19:19:08,Gw ikut beta tes dan gw unistal 🤣,Negatif
Arsah Arsah riszky syahdewa,5,2023-09-02 05:08:11,Bagus banget aku mau,Positif
Tuman Tuman,4,2023-08-15 12:41:52,"Mirip genshin cuy , wajib download",Positif
NI KADEK AYUNDA GANTARI,5,2023-08-30 22:27:00,Bagus sekali,Positif
Bagus Setiawan,5,2023-09-05 01:03:20,D aja sih game nya,Positif
Gon MP,1,2023-08-14 19:30:57,Wkwkwk GAME GAGAL,Negatif
Yudhistira Santosa,1,2023-09-04 06:40:09,Game tolol pay2win,Negatif
Hamidin,5,2023-08-18 11:18:51,Waktu itu adalah7,Positif
Viryandra Virtusena,1,2023-08-18 17:50:02,Membosankan,Negatif
Khanza Saniyah,5,2023-08-26 10:18:33,Asli atau palsu?,Positif
Anti mickey Mickey club,3,2023-04-05 17:39:42,kasih 3 dlu ya,
Dony C,5,2023-05-05 11:49:37,Mantap sekali,Positif
Gamer Xd,1,2023-08-29 17:25:15,Yahaha ampas semua,Negatif
Kak Ni,5,2023-08-20 18:16:45,"Game uang kakton,",Positif
Abib Sasongko,5,2023-09-02 08:05:56,Seru dan petualang,Positif
Lek Dahono1,1,2023-09-03 14:19:03,Ga guna banget,Negatif
Muhammad Syafiq khoiruloh,5,2023-09-03 06:41:01,Anjay grafiknya coook,Positif
MUHAMAD FADILLAH Tirta,5,2023-04-14 23:10:15,Keren seperti gensing impek,Positif
Tamah Suparman,4,2023-04-27 12:18:58,Saya suka geme ini,Positif
Jefri Ramadhan,1,2023-04-17 10:34:09,EVENT DONGO SEMOGA CEPET KELAR!! BIKIN EVENT KO GA MIKIR,Negatif
Sayid_ahmad ahmad,1,2023-04-06 14:30:21,Kenapa ayam menyebrang,Negatif
Very Suzuki,1,2023-04-11 04:13:31,Uda donlot sapai 2giga masiga bisa,Negatif
Karmila,5,2023-04-17 12:21:18,Bismillah semoga bagus,Positif
Jemi Ismon,2,2023-05-23 00:58:23,16 Ramadhon 1444H Kamis Ⓜℹ♑ Nuzulul quran mesjid saadah mesjid Taqwa Mesjid Raya Kp Baru 7.55 2281_Lat_3P_Kamar_RuangII.,Negatif
Ramanda Diyax (Emotion Lord),1,2023-07-23 05:00:45,P2W nya kerasa,Negatif
Lucian,2,2023-06-16 14:41:24,Hpku gakuaaattt -_-,Negatif
Mesgianto Anto,5,2023-06-08 13:26:04,Ijin mesgianto terimakasih bayak.,Positif
dedi heriansyah,1,2023-07-10 15:56:37,Gk ramah untuk f2p,Negatif
Humairah 1997,3,2023-06-09 13:05:21,Blom lihat sih,
rendy januar,1,2023-06-19 08:56:39,tidak rmaah f2p,Negatif
Siswono Dwi Saputro,1,2023-07-02 16:03:21,Ga habis habis,Negatif
Rell?,1,2023-04-23 18:04:47,MB nya bikin memoku menangissssss😭😭😭😭😭😭😭😭😭😭😭😭😭😭☝🏻☝🏻☝🏻☝🏻☝🏻☝🏻,Negatif
Adit Tape,1,2023-04-19 14:58:05,Game blom siap rilis,Negatif
Mr. Robot,5,2023-04-19 18:05:23,Semoga tidak PAYTOWIN,Positif
mor gan,1,2023-04-07 11:45:44,"Knapa gak bisa masukk,tolollll",Negatif
Mugiwara Luffy,5,2023-04-20 08:33:05,Seru permainan ini,Positif
KaZuu Nevertheless,5,2023-04-05 17:18:00,Gak nyesel gue nunggu,Positif
Raynd,5,2023-04-05 16:50:16,Ngetes dulu gan,Positif
Ervan gemink,5,2023-04-06 12:23:55,Bagus. Kayaknya,Positif
Ridho Rro,5,2023-04-06 13:50:48,Game yg aku tunggu²,Positif
Kelvin putra Al ghazali,4,2023-04-25 13:27:25,HP kentang pasti meledak 🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿,Positif
Ahmad Danil,1,2023-04-25 13:09:56,Lama download nya,Negatif
Jason valiant,1,2023-04-07 12:02:19,sayang servernya anakan 😔,Negatif
El Akira,5,2023-04-06 03:19:14,Akhirnya rilis juga,Positif
sion YSO Crack,5,2023-04-27 17:11:51,Bagus gw ketagihan,Positif
legalito Tuppelo,5,2023-05-02 02:02:54,Mengenang masa smp dan sma,Positif
damas,5,2023-04-05 16:16:53,jadi yang pertama,Positif
Hotspot __05,3,2023-04-17 06:13:05,Bintang 3 dulu,
Suhar Yanto,5,2023-04-07 10:02:35,Ayo bro selfi-selfi disini... Raqnarok...,Positif
Lana Belrey,1,2023-05-05 14:37:00,"G paham knp org yg g top up ko bisa hoki parah , sedangkan yg top up busuk bgt gacha nya Geffen 6 Nick colley",Negatif
Nada Rizkiah,5,2023-04-25 12:19:54,Terbaik lahh,Positif
grenn master,5,2023-04-17 14:27:15,"Seru,bagus,kece🗿👍👍👍👍👍👍👍👍",Positif
Ekky Sandy,5,2023-04-14 11:14:09,mantappp ni game,Positif
Endi Ansah,5,2023-04-05 16:17:20,Rilis juga :),Positif
Ruwanto Budiyo Bagus,1,2023-04-05 16:58:20,game gak jelas. burik,Negatif
Mr. B,3,2023-04-05 17:25:25,Ga kuat hp ku 😭,
Lunar Indra,5,2023-04-05 23:58:30,Yang di tunggu tunggu,Positif
Gsgsg Gdgd,4,2023-04-07 09:31:18,Ku jukah game itu tida pakus,Positif
Polo TV,5,2023-04-06 05:31:51,Blm coba sih,Positif
pandi ramadhan,5,2023-04-28 15:11:36,Menyenangkan,Positif
Mohamad Said,1,2023-05-17 16:49:25,Game nggak jelas,Negatif
Arizqi Ramadhan,5,2023-04-23 06:55:51,Uh d rm di ujao blk na ge deh gpmtgyuur tungguan hp via t ke urang tanyakeun ke kubu o,Positif
Abi Arradho,1,2023-04-24 17:05:25,banyak ceritaa ribet,Negatif
Ofiek THT,5,2023-04-05 21:27:21,Semoga ramah sama f2p,Positif
Ziver Nation,5,2023-04-06 08:34:52,Keren bangatt omaga😰😰🤗,Positif
Fadli Ramadan,5,2023-04-08 21:26:05,Bismillah semoga bisa,Positif
Henny Henny,5,2023-04-18 10:18:56,Dasar game penggangu,Positif
altaf Zaki nawawi,5,2023-04-06 08:05:36,GAME NYA BAGUS,Positif
syahrani putri ramadlani,5,2023-04-05 22:28:20,Seru bgt kyk di anime²,Positif
Pocong Goyang,5,2023-04-06 02:55:35,Pertama comment dan download 😬,Positif
gυnawan- oғғcιal,5,2023-04-05 17:41:23,Mau nya si seal m tapi ini duluan rilis,Positif
Gojek Jakarta Driver,4,2023-04-05 17:49:43,4 bintang dulu,Positif
Heru saputra,4,2023-04-20 16:02:41,Gamenya pevita pearce,Positif
Marvin Ramadhani,2,2023-04-14 17:28:00,Terlalu banyak misi,Negatif
Lucky Bagio,1,2023-04-08 15:56:33,Masih seruan rox,Negatif
Lia Ardila,2,2023-04-24 06:21:56,Gatau cara game nya,Negatif
NAEL AMAAN BG INDONESIA,1,2023-04-12 06:09:22,Gak ada guna,Negatif
Moh Ipon,5,2023-04-08 10:34:14,Mari kita cobaaaaa,Positif
Av Ahvsel,3,2023-04-07 07:15:00,Moga moga gamenya bgus,
Muhammad Azzikris,5,2023-04-06 01:16:47,Akhirnya rilis,Positif
Alvin,1,2023-06-02 10:52:36,Seperti biasa p2w,Negatif
Biasa Generasi Ke-2,5,2023-04-06 08:45:01,Ini yang Saya Tunggu Tunggu Ahkirnya Rilis Juga,Positif
YoRval,5,2023-04-06 09:21:51,Good aja dulu,Positif
Jenita Angelin,1,2023-04-23 05:05:46,Aku mals ksih bnatang 5 😝😝😝😝😝😝😝😝😝😝😛😛😛,Negatif
Arsenio Naufal,1,2023-04-16 17:20:34,Woi kok kebnanyakan iklqn lo uwoi,Negatif
M Syahrial Abidin,4,2023-05-04 00:48:54,Bagus cuman paytowin bgt,Positif
Ery Irsandy,5,2023-04-07 18:57:31,KENAPA RATING RENDAH?,Positif
Satrio Tirto,5,2023-05-10 08:37:51,Baru mau cobain,Positif
knaight 12,5,2023-04-19 05:06:05,bags buat kmu yang anu,Positif
Redmi 5a,5,2023-04-16 07:30:15,Ahhhhhhhhh iyuhhhhhhhhhh heee Kontol gede,Positif
Serliy Yuliana,3,2023-04-06 03:13:02,Masi percobaan,
Okejeksby Channel,1,2023-04-06 16:41:41,satu aja duluu,Negatif
khanif fathurrachman,5,2023-04-06 04:46:57,Kgk bs d dwonload dah,Positif
Surya 12,5,2023-04-20 02:00:30,Harus kena permainanya,Positif
Shiroe Hazama,5,2023-04-05 21:53:05,"Ujung""nya pasti p2w awokawok 🤣",Positif
Kevin Ismail,5,2023-04-06 14:51:11,Seru Sekali,Positif
Kambing Pripayer,1,2023-04-08 13:23:30,Lama betul ini,Negatif
Arfahri Putra Adidaya,4,2023-04-19 22:02:04,Smangat2 oke oke,Positif
Astari Bahtiar,5,2023-04-06 16:42:53,MASALAH LOGIN INI,Positif
Extona Extona,1,2023-04-19 16:04:42,SERVER NYA KEBANYAKAN,Negatif
Kaleng Official,5,2023-04-07 11:13:49,Coba coba dulu,Positif
Radep 666,5,2023-04-05 19:40:56,Mari kita coba,Positif
Lil Wiz,5,2023-04-05 16:24:46,Mari kita coba,Positif
Agus Ngandul,5,2023-04-16 01:01:57,Game nya bgs,Positif
Widodo Holy,5,2023-04-28 03:59:18,Kembali ke masa lalu,Positif
Yunus Kurniawan,5,2023-04-06 04:33:26,Yg ku tunggu 😜😋😋,Positif
SHINBI'S GAMING,4,2023-04-05 18:32:03,Mari kita coba,Positif
ZUL FIKAR,3,2023-04-16 10:40:57,BERAT GAME NYA,
Bgdk _,3,2023-05-02 08:06:14,Gacha selalu ampas,
Doki,1,2023-04-15 04:38:47,iklanya ganggu,Negatif
Mohammad Ikbal,5,2023-04-05 16:37:14,bismillah cuan,Positif
Modal Dengkul Gaming,5,2023-04-05 16:18:56,poaitif duku lah,Positif
Pabrik Baja Foundry,2,2023-04-19 13:14:21,Parah ngelag banget,Negatif
Rifqi Adhi Prtma,5,2023-04-05 16:21:09,adian monyet,Positif
M ridho Kurniawan,1,2023-04-13 00:11:19,BUG GK BSA GERAK,Negatif
Bagas Kara,5,2023-04-06 06:05:53,Geme yang di tunggu tunggu,Positif
Raihan gaming,1,2023-04-08 07:29:59,MB Nya besar 💔💔💔💔💔💔💔💔💔💔💔💔💔😔😔😔😔😔,Negatif
Fia Nur alifia putri aprilia,1,2023-04-26 01:12:55,Loding nya lama,Negatif
Dimashadi Lampung,5,2023-04-05 17:29:13,"Ngab, pertama kah?",Positif
Zahid Badala,3,2023-04-05 16:35:18,Baru mau coba...,
Bella Ela,1,2023-04-27 13:11:18,ENAK Kalo YANgUlARANGAENAk,Negatif
Dani Setyawan,3,2023-04-09 18:36:10,"Coba dulu ya,",
Todoroki,5,2023-04-05 16:14:51,PERTAMA SEMOGA GAMENYA BAGUS,Positif
Haerul Nizam,5,2023-04-10 01:38:50,ini enga onlen kan,Positif
Optimum Pride,5,2023-04-16 05:00:37,Seru sekali,Positif
aris setiawan djody,5,2023-05-15 14:54:27,Wokey menarik,Positif
Jhon christian panjaitan,5,2023-04-05 16:21:36,Dicoba dulu,Positif
Ris Geger,5,2023-04-15 04:10:15,Baguss sekalii,Positif
Hairul D11,5,2023-04-06 05:45:32,Yg di tunggu ²,Positif
Karin Fiferst,5,2023-04-05 16:59:56,YEYYY DAH RILIS,Positif
dam,5,2023-05-09 11:04:57,kereeeen jgn pelit2 ya,Positif
Namefaa,1,2023-04-06 10:53:50,MBNYA ITU LOHH😭😭😭😭,Negatif
roo septian,5,2023-04-23 02:50:14,ramah f2p pliss,Positif
nur hayati,5,2023-05-23 09:32:50,Gemnya jelek,Positif
RASYA ADITYA,1,2023-09-06 00:03:59,Jelek Gak. Bisa mainnya,Negatif
Ardy Riyandika,1,2023-09-05 15:43:56,Cant login using Facebook account anymore,Negatif
GOOD,1,2023-08-29 09:02:00,Game nya ada bug ilang dan bug glich,Negatif
XTO BLANKSACK,5,2023-08-31 01:48:57,Thankz for u hard work...smooth then before so low spek can play this game...good job guys,Positif
Yumi dira,1,2023-08-25 12:53:01,"a few days ago, it was re-downloaded, and now it's downloading again? what kind of game is this?",Negatif
Carli Panjaitan,1,2023-09-02 11:43:41,This game so lag,Negatif
Faiq Mabar,1,2023-08-31 00:05:26,Game nya banyak bag,Negatif
Imron Why,1,2023-09-05 09:10:44,Game taik,Negatif
Diar R I,1,2023-09-03 04:16:45,Banyak Bug,Negatif
Nathan Niel,5,2023-08-26 11:26:20,Game keren,Positif
Just Faris,5,2023-08-26 15:42:20,Good game,Positif
Widy Dj,5,2023-08-30 22:13:39,Good Game,Positif
Jafar Shadiq,5,2023-08-29 06:41:01,Epic games,Positif
Chika Lestari,5,2023-08-27 12:25:24,Bagus keren,Positif
JAMAL LUDDIN,5,2023-09-04 06:19:47,Sangat seru,Positif
Arief Sukmawan,5,2023-09-03 00:23:52,Sangat 😎,Positif
suce pati,1,2023-09-03 15:40:00,Sering NGESTUCK!!!!!!,Negatif
THEREALGHONI,5,2023-08-28 05:54:37,Gg game nyaaaaaaa!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ;! ;! ;! ;!! ;;!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Positif
reza ramadhan,5,2023-08-30 01:12:16,Mayan,Positif
Egi Hartono,5,2023-09-04 03:05:56,keren,Positif
Rahman hn,5,2023-09-05 12:48:10,bagus,Positif
Emiya kyun kyun,5,2023-09-05 22:05:02,F2p,Positif
proto irawan,5,2023-09-01 22:56:21,Good,Positif
Satria Bumi,1,2023-09-02 02:15:45,Crash,Negatif
Talita Beby,1,2023-09-03 08:41:10,Burik,Negatif
raffa Abdi,5,2023-09-02 05:37:04,Deas👍👍👍👍👍,Positif
Afk Rian,1,2023-08-31 00:10:37,"The existence of CP (combat power) or DP (divine power) makes the game discriminatory to those who are lower. The people who had low CP, it was very difficult to find a group for the joint event, in the end the quest couldn't be completed The more low power is ignored, the more fans of this game will disappear because of the discrimination between high and low power",Negatif
Arya Avicena,5,2023-09-05 21:23:55,"Gamenya bagus tapi untuk grafik masih harus di optimalkan lagi kedepannya, saya sering frame drop dan lag saat bermain padahal sudah mencoba setting di standart namun tetap mengalami frame drop seperti settingan di UHD. walaupun tidak terlalu parah tapi itu sangat sangat menggangu apalagi ketika party mvp dan mini, karna lag serangan musuh jadi tidak kelihatan dan tau tau karakter kita sudah mati dalam sekejap. Itu saja saran dari saya terimakasih",Positif
Le vi,1,2023-08-21 08:51:13,Habis update stuck loading screen,Negatif
andi setyawan,3,2023-08-23 16:38:11,RAGNAROK THE GAME OF STUCK AND BUGs,
Wak Jemblong,1,2023-08-21 10:22:20,Dih di suruh download data 4Gb 2x. Cacad game nya,Negatif
Vannes Imanuel D,1,2023-08-22 20:36:09,Gem jembud update unlimited,Negatif
Aqeela Zahra,3,2023-08-23 05:13:27,Ci Sian Massey,
Trisno hadi,2,2023-08-19 06:23:35,After update stuck all,Negatif
Yato Ki,5,2023-08-25 12:07:59,Makasih min,Positif
Iki Pras,2,2023-08-18 20:53:33,Malah error,Negatif
arif arifin,5,2023-08-18 22:45:17,Good game,Positif
Andre Smith,1,2023-08-22 20:28:57,Nerf Paladin !!!!!!!,Negatif
Aroz Zora,5,2023-08-19 23:08:24,Good,Positif
Riky Ucup,5,2023-08-23 07:55:47,Nice,Positif
wahyu.n,3,2023-08-21 08:17:59,Laggg,
Auliyaurrahman Almascaty (Al),4,2023-08-20 13:51:28,Nostalgic,Positif
Chycillia Veronika Putri Supit,4,2023-08-24 01:56:35,Keren,Positif
doli aris,2,2023-07-23 15:18:26,game broken...if you not ready for WoE not be forced.,Negatif
Stanley Lutzow,1,2023-07-21 00:01:17,"Sorry, sorry, sorry, sorry naega naega naega monjeo nege nege nege bbajyeo. Repeat same mistake again, and then siang again... Sorry, sorry, sorry, sorry",Negatif
Harrys Agustian,5,2023-07-28 01:15:04,"Oh Man,my first rpg game on pc back then,love it",Positif
gugun stanly,3,2023-08-08 15:57:03,Bug android device cant open point mall after update,
ijay “jangkrik” ketuyunk,5,2023-07-21 06:21:24,sudah di job assasin payon 7,Positif
Meinatira Najla H,3,2023-08-17 16:01:01,Susah untuk upgrade armor n lain2,
Aditya darma putra,5,2023-08-03 11:14:21,Thanks rewards Come Back bener bener Epic !!,Positif
chandra sugiarto,1,2023-07-19 04:54:22,Skill holy cross error' setelah maintenance,Negatif
Dwi Rahmadana,1,2023-08-10 18:10:35,"Android 13, Snapdragon 8 Gen 1 still laggy, fps drop. Developer please FIX this! Cheers,",Negatif
Mr. Joens,1,2023-07-19 00:00:41,Main quest mentok di follow the monk... loading lama... alhasil selalu failed..the monk too far away..mission failed,Negatif
Ahmad Saufi,3,2023-07-21 03:51:30,"Cant login, please help fix the problem",
Aditya Pratama,1,2023-07-23 15:03:12,WAR OF ENTRANCE. 3 week no respond,Negatif
Cajon,1,2023-08-22 08:24:05,"Game rusak,npc ilang",Negatif
Pascal Surya Perdana,4,2023-08-10 20:36:19,IAM BEGINNER AND HUNTER JOB THANKS,Positif
Rengga Dimastyo,5,2023-08-24 15:17:30,Amazing games from Ragnarok :),Positif
Elneels Lio,5,2023-08-16 03:09:29,Perfect world RPG,Positif
Danang Adi,1,2023-07-23 15:53:25,worst woe ever,Negatif
cyber phantom,5,2023-07-26 20:34:45,Perfect game nya,Positif
StevanavetS DogGroomer,5,2023-07-26 15:40:07,Pay to win ;),Positif
Faruq Ali,5,2023-07-22 23:24:34,Game terbaikk,Positif
Duta Anodya,5,2023-07-27 02:53:39,Great game,Positif
Lutfi Anafis,5,2023-08-17 08:03:57,Apik lur,Positif
Akiun Phang,5,2023-07-21 07:29:04,Good game,Positif
Barong kun,5,2023-08-09 18:19:46,Game asik,Positif
Anna Maria,5,2023-08-17 14:54:49,good game,Positif
harris kristanto,5,2023-08-03 02:56:06,great game,Positif
Bambang Gaming,5,2023-08-14 05:44:31,Lumayan lah,Positif
sonny doank,5,2023-08-19 03:04:13,Good gameplay,Positif
Maulana Setiawan,4,2023-08-17 01:11:43,Opsional bagus,Positif
Sayful Anwar,5,2023-08-18 14:34:53,Good game,Positif
Buang Hadiri,5,2023-07-19 04:31:46,Mantap,Positif
Ervan Setiawan (Ervan),5,2023-08-16 03:21:19,Awesome,Positif
Cobra Shoot,5,2023-07-21 11:21:43,Nice,Positif
wawan Firmansyah,5,2023-08-02 15:44:42,mantap,Positif
Rahman Zaenudin,5,2023-08-06 10:28:15,Mantapu,Positif
Reno Wibisana,5,2023-08-04 17:06:28,Jozss,Positif
micin bar-bar,5,2023-07-22 23:12:42,Ok,Positif
Priyo Utomo,5,2023-07-18 17:22:07,Okeh,Positif
Wandi Nusa,5,2023-07-17 17:42:00,Gg,Positif
Aldi Ansyah,5,2023-07-24 11:35:08,Wah,Positif
Irlan Angge,5,2023-08-17 11:07:57,Ok,Positif
syarif abdullah,5,2023-08-18 23:58:36,Love2,Positif
Zeee Ara,5,2023-08-18 05:14:06,Good,Positif
nico pratama,5,2023-08-10 12:10:38,Good,Positif
Wahyu Yoga Pratama,5,2023-08-25 11:36:09,Keren,Positif
Yoshua Marc,1,2023-08-01 02:47:22,Nyesal,Negatif
Nujul Ramadani,5,2023-07-24 16:32:08,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,Positif
Sapria Adi,5,2023-08-28 17:12:43,Good,Positif
Ahmad ridwan,4,2023-08-14 05:25:54,Ok,Positif
MAZ RETJEH,2,2023-07-16 13:10:23,"Trash refresh system so laggy, GOLD DIGGER 🖕",Negatif
ahmad rizki dewanto,3,2023-07-28 01:08:36,Is sage stone of valimirth quest bugged? How to defeat valimirth with guard? Its keep absorbs my caprice,
R. Annas,5,2023-07-14 18:27:31,sangat rekome,Positif
Riski Maulana,4,2023-07-15 22:46:28,Ok bagus,Positif
hafizh gozali,5,2023-07-16 07:03:03,Mantab nostalgia,Positif
Muhamad Saiful Anwar,5,2023-07-12 15:04:54,Mantap,Positif
Bachtiar Lingga,5,2023-07-14 07:04:26,Mantap,Positif
Ivansyauta Van,5,2023-07-13 18:27:06,Njce,Positif
Rainer Christian,5,2023-07-16 03:29:51,Bagus,Positif
Restu Bagus prasetyo,1,2023-07-12 17:15:54,Kontolll,Negatif
David Petra C,5,2023-07-17 00:35:22,👍,Positif
Kio,1,2023-07-02 17:36:44,1000% pay to win..tidak ramah free player,Negatif
Kozuki Deku,1,2023-06-23 11:45:55,"banyak bug,nge stuck mulu,taekkkkkk",Negatif
Yesaya 1999,3,2023-07-15 17:52:04,Baru main kena bug 2×,
Herry Wahyudin,5,2023-06-16 01:30:06,The best game for pay to win but not for free player like me 😌,Positif
Sat Rio,1,2023-06-13 22:26:55,Black screen tolol lu developer tolol,Negatif
rudy hadi soetanto,1,2023-07-08 06:30:23,"1st time trying this game. The server is green and recommended, but still can't played. Sorry, i uninstall",Negatif
Ed Unknown,5,2023-06-20 04:50:33,Need support for low connection to enjoy everyone everywhere.thnks,Positif
jodi onlygodknow wisnu,5,2023-07-02 12:52:44,"Good game and ez to play, really chill to play",Positif
angga protz,4,2023-06-18 05:05:29,Pliss help stuck bug cannot use detuck stuck,Positif
Ady putra,1,2023-07-10 17:44:50,I cant play this game because register is limit why? I want in to recomend server but its always register is limit,Negatif
davlog arts,1,2023-07-24 02:49:35,"Game yg membosankan, f2p nope, p2p yes .... 👎 server makin sepi, trade ga bisa, grinding dibatesin 🤣 .. Nostalgila",Negatif
T Moch Fikri,5,2023-06-20 14:30:11,Game ro mobile terbaik,Positif
Agung Tian Pratama,2,2023-08-04 21:44:25,boring after 3 month,Negatif
Oey mulyati,5,2023-06-28 22:48:21,See u sekali ❤,Positif
Fadli. Ramadhan,4,2023-06-24 04:47:04,Sip Gud lah,Positif
hardy tanjung,1,2023-06-14 14:04:34,Game bug asu,Negatif
Agus Kurniawan,5,2023-07-07 06:10:56,I like it,Positif
Christopher Gomer,5,2023-06-27 23:06:23,Keep it up,Positif
Ardaffa Gaming,5,2023-06-15 22:04:02,I like it,Positif
RIZKY LN,1,2023-06-29 07:28:53,analog sering ngebug,Negatif
Septia Hadi,5,2023-06-20 14:18:09,Ayo semangat.,Positif
Alfeta Gunawan,5,2023-06-29 03:52:31,Great game.,Positif
Yudhanings,1,2023-07-11 14:29:45,"BUGNAROK BEST BETA GAMES 2023 LAGNAROK RAGNAROK ETERNAL LOVE IS THE BEST RAGNAROK. DONT DOWNLOAD THIS GAME, DEVELOPER ONLY FOCUS ON MAKING SPEND MONEY EVENT.",Negatif
Azhar Harahap,4,2023-06-10 16:28:58,Nice tooth..,Positif
FAHMILY,5,2023-07-14 05:30:52,"Please change High Wizard Job Sigil, Give player to chose meta, I think most of people will agree with me about weird Job Sigil Meta. I don't want Magic Crasher build, Thank you",Positif
Widhi Guruh,1,2023-07-03 15:37:41,Game rusak,Negatif
Fian Nofi,1,2023-07-11 14:25:50,Not good,Negatif
al Sahbana,1,2023-08-04 05:04:04,Sering crash,Negatif
Fajrian,1,2023-09-05 05:26:02,Game Rusak,Negatif
Xevarts,1,2023-06-14 14:14:55,Lots of Bug,Negatif
sukron mamun,1,2023-06-27 13:53:12,"Bug,bug,bug,bug,bug and bug",Negatif
Riza Kurnia,5,2023-06-25 13:29:33,PILIH KASIH,Positif
Welly Lion,5,2023-07-06 10:39:53,Good game,Positif
Raven Crow,5,2023-06-23 15:45:44,Waiting for the Rogue,Positif
Arifan Hadiwinata,5,2023-07-01 10:19:03,Nostalgia bgt,Positif
Mario Prihadi-10,5,2023-06-14 23:42:42,Good game,Positif
Siau HiJi,5,2023-06-16 16:35:11,Good Game,Positif
Rafa Iman,5,2023-06-18 07:58:10,Bagus banget,Positif
Muhamad Rizqi,5,2023-06-22 00:27:19,Good game,Positif
arif kurniawan,3,2023-07-04 04:31:02,Sering lag,
Yoda Pande,5,2023-07-12 14:24:23,Nastalgia keren,Positif
Nephila SG,5,2023-06-14 22:18:21,Nice game,Positif
Rezza Rizal,5,2023-07-16 05:58:24,Nick kingkong,Positif
Cleo Athaleta,5,2023-07-08 09:19:34,Bagus sioiio,Positif
Violet Star,5,2023-06-24 01:45:51,Good Game,Positif
Ba Gas,3,2023-06-23 23:37:39,So so,
Yudi Guntara,5,2023-06-10 18:07:31,Gg games,Positif
Ade “Okem” Rukmana,5,2023-06-21 17:22:49,Good game,Positif
BimmaJuliando,5,2023-07-03 05:53:33,nice game,Positif
Mama Hanin,5,2023-07-07 03:27:31,Ara Ara😈,Positif
